Tanggal,Ada_Event,Penumpang_MRT,Curah_Hujan_mm,Hari_Dalam_Minggu,Bulan,Is_Weekend,Hujan_Kemarin,Volume_Sampah_Ton
2024-11-29,0.0,75061,9.317440129262884,4,11,0,5.053655423898846,7856.56
2024-11-30,0.0,86898,6.8422516363066626,5,11,1,9.317440129262884,9043.12
2024-12-01,0.0,107251,31.952034807499704,6,12,1,6.8422516363066626,8520.61
2024-12-02,0.0,103045,5.5587289956011015,0,12,0,31.952034807499704,8547.67
2024-12-03,0.0,78414,10.948451771377773,1,12,0,5.5587289956011015,8297.17
2024-12-04,0.0,64719,0.0,2,12,0,10.948451771377773,8291.58
2024-12-05,0.0,89242,12.401365617711967,3,12,0,0.0,8027.47
2024-12-06,0.0,91712,0.0,4,12,0,12.401365617711967,8112.8
2024-12-07,0.0,85187,5.578376374095243,5,12,1,0.0,8591.98
2024-12-08,0.0,89304,8.46117946868175,6,12,1,5.578376374095243,8855.5
2024-12-09,0.0,73205,0.0,0,12,0,8.46117946868175,7988.24
2024-12-10,0.0,101515,9.158204968935392,1,12,0,0.0,8259.8
2024-12-11,0.0,89978,17.31427298048083,2,12,0,9.158204968935392,8389.81
2024-12-12,0.0,87228,4.264495155470374,3,12,0,17.31427298048083,8453.14
2024-12-13,0.0,111454,7.537918100756882,4,12,0,4.264495155470374,8157.0
2024-12-14,0.0,57851,7.826116452925073,5,12,1,7.537918100756882,8720.71
2024-12-15,0.0,70003,2.695130792626662,6,12,1,7.826116452925073,8726.35
2024-12-16,0.0,91009,16.847900819606224,0,12,0,2.695130792626662,8336.13
2024-12-17,0.0,86490,18.660123342456163,1,12,0,16.847900819606224,8130.89
2024-12-18,0.0,108478,25.486163569336572,2,12,0,18.660123342456163,8405.5
2024-12-19,0.0,90205,2.112263169481226,3,12,0,25.486163569336572,8414.18
2024-12-20,0.0,84493,7.676158675935539,4,12,0,2.112263169481226,8163.76
2024-12-21,0.0,100707,4.735118427396988,5,12,1,7.676158675935539,8677.85
2024-12-22,0.0,64795,18.355630143961488,6,12,1,4.735118427396988,8668.82
2024-12-23,0.0,94626,16.442077221133257,0,12,0,18.355630143961488,8104.09
2024-12-24,0.0,86960,5.231140362276789,1,12,0,16.442077221133257,8164.94
2024-12-25,0.0,70289,6.504189825413041,2,12,0,5.231140362276789,7951.45
2024-12-26,0.0,72930,6.034278049046891,3,12,0,6.504189825413041,7969.37
2024-12-27,0.0,93891,0.0,4,12,0,6.034278049046891,8096.65
2024-12-28,0.0,77041,2.166136766507588,5,12,1,0.0,8711.3
2024-12-29,0.0,77771,0.0,6,12,1,2.166136766507588,8474.78
2024-12-30,0.0,61205,28.67343793886785,0,12,0,0.0,8142.0
2024-12-31,1.0,67198,14.994968855465046,1,12,0,28.67343793886785,10116.12
